Mazda,626,1985,manual,161251,30,4WD,22.72,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Grafton
Kia,Optima,2011,manual,32581,60,Convertible,23.38,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Griffith
Ford,Explorer Sport Trac,2004,manual,157353,77,Coupe,70.16,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Lake Macquarie
Suzuki,Grand Vitara,2004,manual,232641,47,Sedan,53.92,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Lismore
Mercedes-Benz,400E,1992,manual,133037,64,Other,94.48,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Maitland
Subaru,Forester,2010,auto,168371,29,4WD,53.59,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Newcastle
Chevrolet,Camaro,1998,auto,91805,99,Convertible,33.06,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Nowra
Lexus,ES,1991,auto,152601,97,Coupe,64.21,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Orange
Mazda,B2000,1985,auto,71561,18,Sedan,84.67,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Port Macquarie
Audi,A8,2010,auto,130103,84,Other,38.21,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Queanbeyan (adjacent to Canberra)
Lexus,GS,2010,manual,177510,47,4WD,39.14,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Tamworth
Land Rover,Discovery Series II,1999,manual,164224,65,Convertible,94.56,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Tweed Heads (NSW-Queensland border)
Ford,F350,2007,auto,249040,1,Coupe,96.4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Wagga Wagga
Mazda,929,1987,manual,56575,71,Sedan,90.48,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Wollongong
Ford,F350,2009,manual,285634,87,Other,72.38,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Wyong
BMW,525,2001,manual,54276,74,4WD,95.81,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Darwin (Capital)
Hyundai,Sonata,2009,manual,160406,80,Convertible,60.27,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Alice Springs
Audi,R8,2008,manual,213794,39,Coupe,75.44,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Katherine
Nissan,Xterra,2002,auto,188990,19,Sedan,47.65,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Palmerston
Toyota,Sequoia,2004,manual,223929,18,Other,87.67,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Brisbane (Capital)
Chevrolet,Suburban 1500,2010,manual,284698,54,4WD,27.15,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Bundaberg
Nissan,Maxima,2004,manual,3767,72,Convertible,27.53,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Cairns
Ford,F-Series,2007,manual,190931,81,Coupe,82.55,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Charters Towers
BMW,330,2005,manual,172641,94,Sedan,88.91,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Gladstone
GMC,Sonoma,1996,auto,142308,46,Other,84.31,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Gold Coast
Nissan,Frontier,2002,manual,148303,47,4WD,39.17,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Gympie
Toyota,Venza,2012,auto,57065,52,Convertible,66.16,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Hervey Bay
Ford,Escort,1997,auto,59035,22,Coupe,33.37,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Ipswich
Toyota,Corolla,1996,manual,20055,100,Sedan,79.66,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Logan City
Chevrolet,3500,1992,manual,182600,35,Other,72.07,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Mackay
Toyota,Corolla,1994,auto,164450,38,4WD,99.19,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Maryborough
Suzuki,Daewoo Magnus,2004,manual,86024,97,Convertible,88.67,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Mount Isa
Chevrolet,Cavalier,1999,auto,252603,88,Coupe,41.74,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Nambour
Bentley,Azure,2010,manual,281967,18,Sedan,42.07,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Redcliffe
Chrysler,300,2005,auto,273595,17,Other,35.68,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Rockhampton
Volvo,S80,2010,manual,235161,82,4WD,57.47,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Sunshine Coast {region}
Nissan,Altima,2007,manual,220273,75,Convertible,63.18,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Thuringowa
Acura,SLX,1997,manual,71978,23,Coupe,88.64,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Toowoomba
BMW,X5,2007,auto,147357,59,Sedan,97.1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Townsville
Lincoln,Continental,1986,manual,230619,20,Other,95.48,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Adelaide (Capital)
Honda,Pilot,2007,manual,2647,11,4WD,93.99,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Gladstone
GMC,Sierra 3500,2012,auto,27583,34,Convertible,50.19,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Mount Gambier
Toyota,Sequoia,2010,manual,140381,88,Coupe,76.36,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Murray Bridge
Mazda,CX-7,2010,manual,231970,47,Sedan,72.68,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Port Augusta
Pontiac,Aztek,2003,auto,244813,94,Other,97.8,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Port Pirie
Bentley,Continental Flying Spur,2010,auto,42514,24,4WD,95.1,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Port Lincoln
Bentley,Continental,2010,auto,243835,28,Convertible,22.06,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Victor Harbor
Lexus,LX,2009,manual,98468,62,Coupe,66.68,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Whyalla
Ford,E250,2005,manual,148742,44,Sedan,72.93,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Burnie
Infiniti,G,2001,auto,78483,77,Other,45.03,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus imperdiet interdum sem, in semper sapien. Fusce vel dui neque. Interdum et malesuada fames ac ante ipsum primis in faucibus. Sed feugiat erat vitae purus ultrices, a tempus purus mattis. Etiam auctor dapibus nunc vitae aliquam. Pellentesque massa tortor, sagittis id pulvinar eu, pretium a lectus. Fusce dapibus elit non sagittis semper.
",Clarence
